LSOA,IUC,IUCd
E01006370,4,Youthful Urban Fringe
E01006371,6,e-Mainstream
E01006372,5,e-Rational Utilitarians
E01006373,3,e-Veterans
E01006374,5,e-Rational Utilitarians
E01006375,6,e-Mainstream
E01006376,7,Passive and Uncommitted Users
E01006377,6,e-Mainstream
E01006378,8,Digital Seniors
E01006379,5,e-Rational Utilitarians
E01006380,7,Passive and Uncommitted Users
E01006381,3,e-Veterans
E01006382,3,e-Veterans
E01006383,3,e-Veterans
E01006384,3,e-Veterans
E01006385,3,e-Veterans
E01006386,10,e-Withdrawn
E01006387,7,Passive and Uncommitted Users
E01006388,7,Passive and Uncommitted Users
E01006389,6,e-Mainstream
E01006390,7,Passive and Uncommitted Users
E01006391,9,Settled Offline Communities
E01006392,10,e-Withdrawn
E01006393,6,e-Mainstream
E01006394,5,e-Rational Utilitarians
E01006395,3,e-Veterans
E01006396,6,e-Mainstream
E01006397,10,e-Withdrawn
E01006398,7,Passive and Uncommitted Users
E01006399,7,Passive and Uncommitted Users
E01006400,3,e-Veterans
E01006401,5,e-Rational Utilitarians
E01006402,5,e-Rational Utilitarians
E01006403,8,Digital Seniors
E01006404,7,Passive and Uncommitted Users
E01006405,10,e-Withdrawn
E01006406,7,Passive and Uncommitted Users
E01006407,6,e-Mainstream
E01006408,7,Passive and Uncommitted Users
E01006409,9,Settled Offline Communities
E01006410,5,e-Rational Utilitarians
E01006411,10,e-Withdrawn
E01006412,10,e-Withdrawn
E01006413,10,e-Withdrawn
E01006414,10,e-Withdrawn
E01006415,7,Passive and Uncommitted Users
E01006416,10,e-Withdrawn
E01006417,10,e-Withdrawn
E01006418,10,e-Withdrawn
E01006419,3,e-Veterans
E01006420,3,e-Veterans
E01006421,3,e-Veterans
E01006422,8,Digital Seniors
E01006423,3,e-Veterans
E01006424,3,e-Veterans
E01006425,6,e-Mainstream
E01006426,10,e-Withdrawn
E01006427,8,Digital Seniors
E01006428,7,Passive and Uncommitted Users
E01006429,10,e-Withdrawn
E01006430,10,e-Withdrawn
E01006431,7,Passive and Uncommitted Users
E01006432,7,Passive and Uncommitted Users
E01006433,7,Passive and Uncommitted Users
E01006434,7,Passive and Uncommitted Users
E01006435,10,e-Withdrawn
E01006436,10,e-Withdrawn
E01006437,10,e-Withdrawn
E01006438,8,Digital Seniors
E01006439,7,Passive and Uncommitted Users
E01006440,10,e-Withdrawn
E01006441,7,Passive and Uncommitted Users
E01006442,10,e-Withdrawn
E01006443,10,e-Withdrawn
E01006444,10,e-Withdrawn
E01006445,10,e-Withdrawn
E01006446,10,e-Withdrawn
E01006447,10,e-Withdrawn
E01006448,10,e-Withdrawn
E01006449,7,Passive and Uncommitted Users
E01006450,10,e-Withdrawn
E01006451,7,Passive and Uncommitted Users
E01006452,7,Passive and Uncommitted Users
E01006453,10,e-Withdrawn
E01006454,7,Passive and Uncommitted Users
E01006455,10,e-Withdrawn
E01006456,7,Passive and Uncommitted Users
E01006457,7,Passive and Uncommitted Users
E01006458,7,Passive and Uncommitted Users
E01006459,6,e-Mainstream
E01006460,10,e-Withdrawn
E01006461,7,Passive and Uncommitted Users
E01006462,7,Passive and Uncommitted Users
E01006463,7,Passive and Uncommitted Users
E01006464,7,Passive and Uncommitted Users
E01006465,6,e-Mainstream
E01006466,7,Passive and Uncommitted Users
E01006467,10,e-Withdrawn
E01006470,10,e-Withdrawn
E01006471,8,Digital Seniors
E01006472,8,Digital Seniors
E01006473,6,e-Mainstream
E01006474,8,Digital Seniors
E01006475,8,Digital Seniors
E01006476,6,e-Mainstream
E01006477,7,Passive and Uncommitted Users
E01006478,7,Passive and Uncommitted Users
E01006479,7,Passive and Uncommitted Users
E01006480,10,e-Withdrawn
E01006481,10,e-Withdrawn
E01006482,7,Passive and Uncommitted Users
E01006483,10,e-Withdrawn
E01006484,7,Passive and Uncommitted Users
E01006485,7,Passive and Uncommitted Users
E01006486,8,Digital Seniors
E01006487,8,Digital Seniors
E01006488,6,e-Mainstream
E01006489,6,e-Mainstream
E01006490,3,e-Veterans
E01006491,3,e-Veterans
E01006492,7,Passive and Uncommitted Users
E01006493,10,e-Withdrawn
E01006494,10,e-Withdrawn
E01006495,7,Passive and Uncommitted Users
E01006496,7,Passive and Uncommitted Users
E01006497,7,Passive and Uncommitted Users
E01006498,3,e-Veterans
E01006499,6,e-Mainstream
E01006500,10,e-Withdrawn
E01006501,6,e-Mainstream
E01006502,8,Digital Seniors
E01006503,5,e-Rational Utilitarians
E01006504,7,Passive and Uncommitted Users
E01006505,10,e-Withdrawn
E01006506,6,e-Mainstream
E01006507,10,e-Withdrawn
E01006508,6,e-Mainstream
E01006509,10,e-Withdrawn
E01006510,7,Passive and Uncommitted Users
E01006512,1,e-Cultural Creators
E01006513,1,e-Cultural Creators
E01006514,1,e-Cultural Creators
E01006515,10,e-Withdrawn
E01006518,10,e-Withdrawn
E01006519,3,e-Veterans
E01006520,2,e-Professionals
E01006521,4,Youthful Urban Fringe
E01006522,2,e-Professionals
E01006523,3,e-Veterans
E01006524,1,e-Cultural Creators
E01006525,3,e-Veterans
E01006526,6,e-Mainstream
E01006527,6,e-Mainstream
E01006528,2,e-Professionals
E01006529,3,e-Veterans
E01006530,8,Digital Seniors
E01006531,9,Settled Offline Communities
E01006532,5,e-Rational Utilitarians
E01006533,8,Digital Seniors
E01006534,7,Passive and Uncommitted Users
E01006535,7,Passive and Uncommitted Users
E01006536,7,Passive and Uncommitted Users
E01006537,6,e-Mainstream
E01006538,6,e-Mainstream
E01006539,3,e-Veterans
E01006540,10,e-Withdrawn
E01006541,10,e-Withdrawn
E01006542,10,e-Withdrawn
E01006543,7,Passive and Uncommitted Users
E01006544,10,e-Withdrawn
E01006545,7,Passive and Uncommitted Users
E01006546,7,Passive and Uncommitted Users
E01006547,10,e-Withdrawn
E01006548,10,e-Withdrawn
E01006549,2,e-Professionals
E01006550,1,e-Cultural Creators
E01006551,7,Passive and Uncommitted Users
E01006552,7,Passive and Uncommitted Users
E01006553,1,e-Cultural Creators
E01006554,1,e-Cultural Creators
E01006556,10,e-Withdrawn
E01006557,1,e-Cultural Creators
E01006558,10,e-Withdrawn
E01006560,10,e-Withdrawn
E01006562,10,e-Withdrawn
E01006563,10,e-Withdrawn
E01006564,10,e-Withdrawn
E01006565,7,Passive and Uncommitted Users
E01006566,6,e-Mainstream
E01006567,10,e-Withdrawn
E01006568,7,Passive and Uncommitted Users
E01006569,10,e-Withdrawn
E01006570,6,e-Mainstream
E01006571,10,e-Withdrawn
E01006572,10,e-Withdrawn
E01006573,10,e-Withdrawn
E01006574,7,Passive and Uncommitted Users
E01006575,7,Passive and Uncommitted Users
E01006576,6,e-Mainstream
E01006577,6,e-Mainstream
E01006578,6,e-Mainstream
E01006579,6,e-Mainstream
E01006580,5,e-Rational Utilitarians
E01006581,3,e-Veterans
E01006582,3,e-Veterans
E01006583,3,e-Veterans
E01006584,8,Digital Seniors
E01006585,10,e-Withdrawn
E01006586,7,Passive and Uncommitted Users
E01006587,6,e-Mainstream
E01006588,3,e-Veterans
E01006589,6,e-Mainstream
E01006590,2,e-Professionals
E01006591,2,e-Professionals
E01006592,3,e-Veterans
E01006593,2,e-Professionals
E01006594,3,e-Veterans
E01006595,3,e-Veterans
E01006596,3,e-Veterans
E01006597,3,e-Veterans
E01006598,10,e-Withdrawn
E01006599,10,e-Withdrawn
E01006600,10,e-Withdrawn
E01006603,10,e-Withdrawn
E01006604,7,Passive and Uncommitted Users
E01006605,10,e-Withdrawn
E01006606,7,Passive and Uncommitted Users
E01006607,10,e-Withdrawn
E01006608,7,Passive and Uncommitted Users
E01006609,7,Passive and Uncommitted Users
E01006610,10,e-Withdrawn
E01006611,10,e-Withdrawn
E01006612,10,e-Withdrawn
E01006613,10,e-Withdrawn
E01006614,10,e-Withdrawn
E01006615,10,e-Withdrawn
E01006616,10,e-Withdrawn
E01006617,6,e-Mainstream
E01006618,7,Passive and Uncommitted Users
E01006619,7,Passive and Uncommitted Users
E01006620,9,Settled Offline Communities
E01006621,5,e-Rational Utilitarians
E01006622,6,e-Mainstream
E01006623,6,e-Mainstream
E01006624,7,Passive and Uncommitted Users
E01006625,7,Passive and Uncommitted Users
E01006626,7,Passive and Uncommitted Users
E01006627,7,Passive and Uncommitted Users
E01006628,2,e-Professionals
E01006629,6,e-Mainstream
E01006630,10,e-Withdrawn
E01006632,10,e-Withdrawn
E01006633,10,e-Withdrawn
E01006637,10,e-Withdrawn
E01006638,10,e-Withdrawn
E01006639,7,Passive and Uncommitted Users
E01006640,6,e-Mainstream
E01006641,6,e-Mainstream
E01006642,10,e-Withdrawn
E01006643,7,Passive and Uncommitted Users
E01006644,7,Passive and Uncommitted Users
E01006645,10,e-Withdrawn
E01006646,7,Passive and Uncommitted Users
E01006647,10,e-Withdrawn
E01006648,7,Passive and Uncommitted Users
E01006651,3,e-Veterans
E01006652,7,Passive and Uncommitted Users
E01006653,7,Passive and Uncommitted Users
E01006654,7,Passive and Uncommitted Users
E01006655,7,Passive and Uncommitted Users
E01006656,6,e-Mainstream
E01006657,7,Passive and Uncommitted Users
E01006658,10,e-Withdrawn
E01006659,10,e-Withdrawn
E01006660,7,Passive and Uncommitted Users
E01006661,10,e-Withdrawn
E01006662,10,e-Withdrawn
E01006663,7,Passive and Uncommitted Users
E01006664,10,e-Withdrawn
E01006665,6,e-Mainstream
E01006666,3,e-Veterans
E01006667,7,Passive and Uncommitted Users
E01006668,3,e-Veterans
E01006669,6,e-Mainstream
E01006670,6,e-Mainstream
E01006671,7,Passive and Uncommitted Users
E01006672,10,e-Withdrawn
E01006673,7,Passive and Uncommitted Users
E01006674,10,e-Withdrawn
E01006675,4,Youthful Urban Fringe
E01006676,10,e-Withdrawn
E01006677,10,e-Withdrawn
E01006678,10,e-Withdrawn
E01006679,10,e-Withdrawn
E01006680,6,e-Mainstream
E01006681,6,e-Mainstream
E01006682,3,e-Veterans
E01006683,5,e-Rational Utilitarians
E01006684,3,e-Veterans
E01006685,3,e-Veterans
E01006686,6,e-Mainstream
E01006687,3,e-Veterans
E01006688,6,e-Mainstream
E01006689,6,e-Mainstream
E01006690,7,Passive and Uncommitted Users
E01006691,10,e-Withdrawn
E01006692,7,Passive and Uncommitted Users
E01006693,10,e-Withdrawn
E01006694,10,e-Withdrawn
E01006695,7,Passive and Uncommitted Users
E01006696,10,e-Withdrawn
E01006697,7,Passive and Uncommitted Users
E01006698,7,Passive and Uncommitted Users
E01006699,10,e-Withdrawn
E01006700,10,e-Withdrawn
E01006701,10,e-Withdrawn
E01006702,10,e-Withdrawn
E01006703,10,e-Withdrawn
E01006705,7,Passive and Uncommitted Users
E01006706,10,e-Withdrawn
E01006707,10,e-Withdrawn
E01006708,7,Passive and Uncommitted Users
E01006709,10,e-Withdrawn
E01006710,7,Passive and Uncommitted Users
E01006711,7,Passive and Uncommitted Users
E01006712,7,Passive and Uncommitted Users
E01006713,7,Passive and Uncommitted Users
E01006716,7,Passive and Uncommitted Users
E01006717,6,e-Mainstream
E01006718,7,Passive and Uncommitted Users
E01006719,7,Passive and Uncommitted Users
E01006720,4,Youthful Urban Fringe
E01006721,7,Passive and Uncommitted Users
E01006722,1,e-Cultural Creators
E01006723,4,Youthful Urban Fringe
E01006724,1,e-Cultural Creators
E01006725,7,Passive and Uncommitted Users
E01006726,4,Youthful Urban Fringe
E01006727,6,e-Mainstream
E01006728,7,Passive and Uncommitted Users
E01006729,10,e-Withdrawn
E01006730,10,e-Withdrawn
E01006731,10,e-Withdrawn
E01006732,10,e-Withdrawn
E01006734,10,e-Withdrawn
E01006735,10,e-Withdrawn
E01006736,7,Passive and Uncommitted Users
E01006737,7,Passive and Uncommitted Users
E01006738,10,e-Withdrawn
E01006739,10,e-Withdrawn
E01006740,10,e-Withdrawn
E01006741,10,e-Withdrawn
E01006742,7,Passive and Uncommitted Users
E01006743,7,Passive and Uncommitted Users
E01006744,6,e-Mainstream
E01006745,4,Youthful Urban Fringe
E01006746,10,e-Withdrawn
E01006747,4,Youthful Urban Fringe
E01006748,4,Youthful Urban Fringe
E01006751,7,Passive and Uncommitted Users
E01006752,7,Passive and Uncommitted Users
E01006753,10,e-Withdrawn
E01006754,10,e-Withdrawn
E01006755,10,e-Withdrawn
E01006756,10,e-Withdrawn
E01006757,10,e-Withdrawn
E01006758,10,e-Withdrawn
E01006759,6,e-Mainstream
E01006760,7,Passive and Uncommitted Users
E01006761,10,e-Withdrawn
E01006762,10,e-Withdrawn
E01006763,7,Passive and Uncommitted Users
E01006764,7,Passive and Uncommitted Users
E01006765,7,Passive and Uncommitted Users
E01006766,10,e-Withdrawn
E01006767,4,Youthful Urban Fringe
E01006768,4,Youthful Urban Fringe
E01006769,10,e-Withdrawn
E01006770,10,e-Withdrawn
E01006771,10,e-Withdrawn
E01006772,7,Passive and Uncommitted Users
E01006773,6,e-Mainstream
E01006774,6,e-Mainstream
E01006775,10,e-Withdrawn
E01006776,10,e-Withdrawn
E01006778,10,e-Withdrawn
E01006779,10,e-Withdrawn
E01006780,7,Passive and Uncommitted Users
E01006781,6,e-Mainstream
E01006782,7,Passive and Uncommitted Users
E01006783,7,Passive and Uncommitted Users
E01006784,6,e-Mainstream
E01006785,7,Passive and Uncommitted Users
E01006786,6,e-Mainstream
E01006787,7,Passive and Uncommitted Users
E01006788,7,Passive and Uncommitted Users
E01006790,10,e-Withdrawn
E01006791,10,e-Withdrawn
E01006792,5,e-Rational Utilitarians
E01006793,8,Digital Seniors
E01006794,5,e-Rational Utilitarians
E01006795,3,e-Veterans
E01006796,3,e-Veterans
E01006797,7,Passive and Uncommitted Users
E01006798,6,e-Mainstream
E01006799,10,e-Withdrawn
E01006800,8,Digital Seniors
E01006801,8,Digital Seniors
E01006802,8,Digital Seniors
E01006803,5,e-Rational Utilitarians
E01006804,8,Digital Seniors
E01006805,6,e-Mainstream
E01006806,5,e-Rational Utilitarians
E01006807,8,Digital Seniors
E01006808,3,e-Veterans
E01006809,5,e-Rational Utilitarians
E01006810,8,Digital Seniors
E01006811,7,Passive and Uncommitted Users
E01006812,7,Passive and Uncommitted Users
E01006813,7,Passive and Uncommitted Users
E01006814,6,e-Mainstream
E01006815,7,Passive and Uncommitted Users
E01006816,7,Passive and Uncommitted Users
E01006817,10,e-Withdrawn
E01006818,8,Digital Seniors
E01006819,7,Passive and Uncommitted Users
E01006820,7,Passive and Uncommitted Users
E01006821,10,e-Withdrawn
E01006822,5,e-Rational Utilitarians
E01006823,8,Digital Seniors
E01006824,5,e-Rational Utilitarians
E01006825,5,e-Rational Utilitarians
E01006826,7,Passive and Uncommitted Users
E01006827,3,e-Veterans
E01006828,5,e-Rational Utilitarians
E01006829,5,e-Rational Utilitarians
E01006830,7,Passive and Uncommitted Users
E01006831,6,e-Mainstream
E01006832,6,e-Mainstream
E01006833,6,e-Mainstream
E01006834,7,Passive and Uncommitted Users
E01006835,8,Digital Seniors
E01006836,7,Passive and Uncommitted Users
E01006837,8,Digital Seniors
E01006838,7,Passive and Uncommitted Users
E01006839,7,Passive and Uncommitted Users
E01006840,7,Passive and Uncommitted Users
E01006841,3,e-Veterans
E01006842,7,Passive and Uncommitted Users
E01006843,7,Passive and Uncommitted Users
E01006844,10,e-Withdrawn
E01006845,7,Passive and Uncommitted Users
E01006846,9,Settled Offline Communities
E01006847,7,Passive and Uncommitted Users
E01006848,8,Digital Seniors
E01006849,10,e-Withdrawn
E01006850,10,e-Withdrawn
E01006851,9,Settled Offline Communities
E01006852,5,e-Rational Utilitarians
E01006853,8,Digital Seniors
E01006854,7,Passive and Uncommitted Users
E01006855,7,Passive and Uncommitted Users
E01006856,3,e-Veterans
E01006857,5,e-Rational Utilitarians
E01006858,7,Passive and Uncommitted Users
E01006859,5,e-Rational Utilitarians
E01006860,7,Passive and Uncommitted Users
E01006861,7,Passive and Uncommitted Users
E01006862,7,Passive and Uncommitted Users
E01006863,10,e-Withdrawn
E01006864,3,e-Veterans
E01006865,10,e-Withdrawn
E01006866,7,Passive and Uncommitted Users
E01006867,3,e-Veterans
E01006868,7,Passive and Uncommitted Users
E01006869,7,Passive and Uncommitted Users
E01006870,7,Passive and Uncommitted Users
E01006871,10,e-Withdrawn
E01006872,10,e-Withdrawn
E01006873,10,e-Withdrawn
E01006874,10,e-Withdrawn
E01006875,7,Passive and Uncommitted Users
E01006876,7,Passive and Uncommitted Users
E01006877,10,e-Withdrawn
E01006878,7,Passive and Uncommitted Users
E01006879,7,Passive and Uncommitted Users
E01006880,10,e-Withdrawn
E01006881,10,e-Withdrawn
E01006882,5,e-Rational Utilitarians
E01006883,5,e-Rational Utilitarians
E01006884,8,Digital Seniors
E01006885,5,e-Rational Utilitarians
E01006886,5,e-Rational Utilitarians
E01006887,8,Digital Seniors
E01006888,8,Digital Seniors
E01006889,5,e-Rational Utilitarians
E01006890,7,Passive and Uncommitted Users
E01006891,8,Digital Seniors
E01006892,8,Digital Seniors
E01006893,7,Passive and Uncommitted Users
E01006894,9,Settled Offline Communities
E01006895,9,Settled Offline Communities
E01006896,8,Digital Seniors
E01006897,8,Digital Seniors
E01006898,7,Passive and Uncommitted Users
E01006899,7,Passive and Uncommitted Users
E01006900,3,e-Veterans
E01006901,6,e-Mainstream
E01006903,10,e-Withdrawn
E01006904,7,Passive and Uncommitted Users
E01006905,7,Passive and Uncommitted Users
E01006906,7,Passive and Uncommitted Users
E01006907,7,Passive and Uncommitted Users
E01006908,7,Passive and Uncommitted Users
E01006909,10,e-Withdrawn
E01006910,7,Passive and Uncommitted Users
E01006911,9,Settled Offline Communities
E01006912,7,Passive and Uncommitted Users
E01006913,7,Passive and Uncommitted Users
E01006914,5,e-Rational Utilitarians
E01006915,7,Passive and Uncommitted Users
E01006916,6,e-Mainstream
E01006917,5,e-Rational Utilitarians
E01006918,3,e-Veterans
E01006919,7,Passive and Uncommitted Users
E01006920,8,Digital Seniors
E01006921,9,Settled Offline Communities
E01006922,8,Digital Seniors
E01006923,9,Settled Offline Communities
E01006924,7,Passive and Uncommitted Users
E01006925,8,Digital Seniors
E01006926,5,e-Rational Utilitarians
E01006927,8,Digital Seniors
E01006928,5,e-Rational Utilitarians
E01006929,6,e-Mainstream
E01006930,8,Digital Seniors
E01006931,5,e-Rational Utilitarians
E01006932,5,e-Rational Utilitarians
E01006933,8,Digital Seniors
E01006934,6,e-Mainstream
E01006935,5,e-Rational Utilitarians
E01006936,5,e-Rational Utilitarians
E01006937,3,e-Veterans
E01006938,5,e-Rational Utilitarians
E01006939,6,e-Mainstream
E01006940,5,e-Rational Utilitarians
E01006941,6,e-Mainstream
E01006942,6,e-Mainstream
E01006943,5,e-Rational Utilitarians
E01006944,10,e-Withdrawn
E01006945,7,Passive and Uncommitted Users
E01006946,9,Settled Offline Communities
E01006947,8,Digital Seniors
E01006948,7,Passive and Uncommitted Users
E01006949,9,Settled Offline Communities
E01006950,7,Passive and Uncommitted Users
E01006951,9,Settled Offline Communities
E01006952,10,e-Withdrawn
E01006953,7,Passive and Uncommitted Users
E01006954,6,e-Mainstream
E01006955,3,e-Veterans
E01006956,6,e-Mainstream
E01006957,10,e-Withdrawn
E01006958,6,e-Mainstream
E01006959,6,e-Mainstream
E01006960,8,Digital Seniors
E01006961,7,Passive and Uncommitted Users
E01006962,10,e-Withdrawn
E01006963,10,e-Withdrawn
E01006964,7,Passive and Uncommitted Users
E01006965,7,Passive and Uncommitted Users
E01006966,7,Passive and Uncommitted Users
E01006967,10,e-Withdrawn
E01006968,10,e-Withdrawn
E01006969,7,Passive and Uncommitted Users
E01006970,4,Youthful Urban Fringe
E01006971,9,Settled Offline Communities
E01006972,9,Settled Offline Communities
E01006973,9,Settled Offline Communities
E01006974,5,e-Rational Utilitarians
E01006976,7,Passive and Uncommitted Users
E01006977,10,e-Withdrawn
E01006978,6,e-Mainstream
E01006979,10,e-Withdrawn
E01006980,10,e-Withdrawn
E01006981,7,Passive and Uncommitted Users
E01006982,7,Passive and Uncommitted Users
E01006983,6,e-Mainstream
E01006984,7,Passive and Uncommitted Users
E01006985,5,e-Rational Utilitarians
E01006986,5,e-Rational Utilitarians
E01006987,5,e-Rational Utilitarians
E01006988,9,Settled Offline Communities
E01006989,5,e-Rational Utilitarians
E01006990,5,e-Rational Utilitarians
E01006991,5,e-Rational Utilitarians
E01006992,5,e-Rational Utilitarians
E01006993,5,e-Rational Utilitarians
E01006994,6,e-Mainstream
E01006995,5,e-Rational Utilitarians
E01006996,6,e-Mainstream
E01006997,6,e-Mainstream
E01006998,6,e-Mainstream
E01006999,8,Digital Seniors
